date,time,temp_c,dewpoint_c,rh_pct,wind_dir_txt,wind_kmh,gust_kmh,wind_dir_deg,press_hpa,rain_rate_mmph,rain_acc_mm,uv,solar_wm2,key,value
2026-08-21,00:00,27.4,21.7,73,N,3.2,17.7,360,1016.9,0,0,0,0,,
2026-08-21,00:15,27.4,22.2,73,N,3.2,14.5,360,1017.2,0,0,0,0,,
2026-08-21,00:30,27.4,22.2,74,N,9.7,17.7,360,1017.17,0,0,0,0,,
2026-08-21,00:45,27.4,22.2,74,N,6.4,17.7,360,1017.07,0,0,0,0,,
2026-08-21,01:00,27.3,22.2,75,N,3.2,14.5,360,1017.17,0,0,0,0,,
2026-08-21,01:15,27.3,22.2,74,N,9.7,12.9,360,1017.31,0,0,0,0,,
2026-08-21,01:30,27.3,22.2,74,N,8,22.5,360,1017.27,0,0,0,0,,
2026-08-21,01:45,27.3,22.2,75,N,1.6,12.9,360,1016.93,0,0,0,0,,
2026-08-21,02:00,27.3,22.2,75,N,1.6,3.2,360,1016.7,0,0,0,0,,
2026-08-21,02:15,27.2,22.2,76,N,4.8,6.4,360,1016.73,0,0,0,0,,
2026-08-21,02:30,27.2,22.8,77,W,3.2,16.1,271,1016.66,0,0,0,0,,
2026-08-21,02:45,27.2,22.8,77,N,1.6,16.1,360,1016.39,0,0,0,0,,
2026-08-21,03:00,27,22.8,77,N,6.4,19.3,360,1016.66,0,0,0,0,,
2026-08-21,03:15,27,22.2,77,N,4.8,16.1,360,1016.39,0,0,0,0,,
2026-08-21,03:30,27.1,22.2,75,N,1.6,16.1,360,1016.83,0,0,0,0,,
2026-08-21,03:45,27.1,22.2,75,N,4.8,12.9,360,1016.39,0,0,0,0,,
2026-08-21,04:00,27.1,22.2,76,N,4.8,14.5,360,1016.73,0,0,0,0,,
