date,time,temp_c,dewpoint_c,rh_pct,wind_dir_txt,wind_kmh,gust_kmh,wind_dir_deg,press_hpa,rain_rate_mmph,rain_acc_mm,uv,solar_wm2,key,value
2026-08-23,00:00,25.2,19.4,71,ESE,9.7,14.5,113,1017.71,0,0,0,0,,
2026-08-23,00:15,25.2,20,73,SE,3.2,14.5,128,1017.71,0,0,0,0,,
2026-08-23,00:30,25.3,20,74,ESE,6.4,14.5,117,1017.64,0,0,0,0,,
2026-08-23,00:45,25.3,20.6,76,ESE,4.8,17.7,113,1017.71,0,0,0,0,,
2026-08-23,01:00,24.9,20.6,78,SE,3.2,19.3,138,1017.75,0,0,0,0,,
2026-08-23,01:15,24.4,18.9,73,ESE,4.8,11.3,113,1017.91,0,0,0,0,,
2026-08-23,01:30,24.7,18.3,68,SE,4.8,12.9,131,1017.95,0,0,0,0,,
2026-08-23,01:45,24.9,18.9,70,SE,4.8,11.3,126,1017.85,0,0,0,0,,
2026-08-23,02:00,25,19.4,73,SE,3.2,12.9,141,1018.08,0,0,0,0,,
2026-08-23,02:15,25,20,75,SE,4.8,14.5,128,1018.02,0,0,0,0,,
2026-08-23,02:30,24.7,20,76,ESE,3.2,11.3,117,1017.81,0,0,0,0,,
2026-08-23,02:45,24.4,19.4,75,SE,1.6,11.3,137,1017.78,0,0,0,0,,
2026-08-23,03:00,24.2,19.4,76,ESE,1.6,4.8,115,1017.37,0,0,0,0,,
2026-08-23,03:15,24.1,20,79,ESE,3.2,6.4,116,1017.44,0,0,0,0,,
2026-08-23,03:30,24,20,80,ESE,1.6,6.4,110,1017.2,0,0,0,0,,
2026-08-23,03:45,24,20.6,81,E,1.6,4.8,95,1017.31,0,0,0,0,,
2026-08-23,04:00,23.8,20.6,82,SE,1.6,3.2,128,1017.31,0,0,0,0,,
2026-08-23,04:15,23.8,20.6,83,ESE,3.2,6.4,111,1017.14,0,0,0,0,,
2026-08-23,04:30,24.1,21.1,85,ESE,4.8,6.4,110,1017.27,0,0,0,0,,
2026-08-23,04:45,24.2,21.7,87,ESE,9.7,12.9,103,1017,0,0,0,0,,
2026-08-23,05:00,24.2,21.7,87,ESE,1.6,9.7,112,1017.07,0,0,0,0,,
2026-08-23,05:15,24.2,21.7,87,E,4.8,11.3,86,1017.03,0,0,0,0,,
2026-08-23,05:30,24.2,21.7,88,N,3.2,12.9,360,1016.9,0,0,0,0,,
2026-08-23,05:45,24.1,21.7,88,N,0,3.2,0,1016.76,0,0,0,0,,
2026-08-23,06:00,23.9,21.7,88,E,4.8,9.7,94,1016.39,0,0,0,0,,
2026-08-23,06:15,23.9,21.7,88,E,4.8,14.5,90,1016.56,0,0,0,0,,
2026-08-23,06:30,23.7,21.7,88,ESE,1.6,12.9,113,1017.03,0,0,0,0,,
2026-08-23,06:45,23.6,21.1,88,ESE,1.6,11.3,123,1017.14,0,0,0,0,,
2026-08-23,07:00,23.5,21.1,88,SE,3.2,12.9,128,1017.14,0,0,0,16,,
2026-08-23,07:15,23.5,21.1,88,SE,4.8,6.4,125,1017.14,0,0,0,33,,
2026-08-23,07:30,23.7,21.1,88,SE,8,12.9,134,1017.14,0,0,0,60,,
2026-08-23,07:45,23.9,21.7,87,SE,3.2,9.7,128,1017.07,0,0,0,86,,
2026-08-23,08:00,24.4,21.7,86,SE,1.6,11.3,138,1017.61,0,0,0,125,,
2026-08-23,08:15,24.9,21.7,84,N,0,12.9,0,1017.37,0,0,0,160,,
2026-08-23,08:30,25.4,21.7,82,ESE,3.2,12.9,102,1017.2,0,0,0.6,193,,
2026-08-23,08:45,25.8,22.2,81,E,6.4,9.7,83,1017.27,0,0,0.8,255,,
2026-08-23,09:00,25.9,22.2,81,E,4.8,12.9,84,1017.2,0,0,1,315,,
2026-08-23,09:15,26.2,22.2,80,E,4.8,14.5,94,1017.27,0,0,1.2,355,,
2026-08-23,09:30,26.7,22.2,78,ESE,3.2,14.5,120,1017.31,0,0,1.5,411,,
2026-08-23,09:45,27.1,22.2,75,E,6.4,12.9,82,1017.41,0,0,1.8,452,,
2026-08-23,10:00,27.9,22.2,73,ESE,3.2,17.7,110,1017.58,0,0,2.2,501,,
2026-08-23,10:15,28.4,22.2,70,SE,3.2,16.1,124,1017.41,0,0,2.5,541,,
2026-08-23,10:30,29.3,22.2,66,SE,6.4,16.1,138,1017.75,0,0,2.9,585,,
2026-08-23,10:45,29.7,21.7,63,SE,3.2,14.5,132,1017.61,0,0,3.3,619,,
2026-08-23,11:00,29.9,21.7,61,ENE,3.2,19.3,63,1018.02,0,0,3.6,659,,
2026-08-23,11:15,30.6,21.1,58,ENE,3.2,14.5,74,1018.08,0,0,4,689,,
2026-08-23,11:30,31.1,21.1,55,SE,8,14.5,136,1018.25,0,0,4.3,719,,
2026-08-23,11:45,31.3,20.6,54,SSE,3.2,19.3,152,1017.88,0,0,4.6,745,,
2026-08-23,12:00,31.4,20.6,53,ESE,16.1,19.3,123,1017.68,0,0,4.9,765,,
2026-08-23,12:15,32.2,20.6,51,ESE,6.4,19.3,102,1017.41,0,0,5.2,788,,
2026-08-23,12:30,32.2,21.7,54,SE,4.8,17.7,128,1017.31,0,0,5.4,800,,
2026-08-23,12:45,32.7,21.1,51,SE,12.9,14.5,140,1017.14,0,0,5.6,810,,
2026-08-23,13:00,32.9,21.7,51,S,1.6,19.3,173,1017.31,0,0,5.7,816,,
2026-08-23,13:15,32.8,20.6,50,ESE,4.8,22.5,117,1017.07,0,0,5.8,824,,
2026-08-23,13:30,33.1,20.6,48,S,1.6,17.7,180,1017.2,0,0,5.8,824,,
2026-08-23,13:45,33.4,21.1,49,S,1.6,19.3,171,1016.86,0,0,5.7,819,,
2026-08-23,14:00,33.6,21.1,49,SSE,4.8,25.7,149,1017.07,0,0,5.6,810,,
2026-08-23,14:15,34.1,20.6,46,SSE,1.6,20.9,166,1017.07,0,0,5.5,807,,
2026-08-23,14:30,33.4,20.6,48,SE,17.7,29,144,1016.83,0,0,5.2,780,,
2026-08-23,14:45,33.8,21.1,47,SE,6.4,25.7,128,1017,0,0,5,763,,
2026-08-23,15:00,33.9,21.1,47,S,3.2,24.1,174,1017,0,0,4.7,745,,
2026-08-23,15:15,33.7,21.1,48,SSE,19.3,30.6,162,1016.93,0,0,4.4,717,,
2026-08-23,15:30,33.9,20.6,47,SE,4.8,24.1,140,1016.59,0,0,4.1,694,,
2026-08-23,15:45,33.6,20,46,SSW,6.4,33.8,196,1016.39,0,0,3.8,664,,
2026-08-23,16:00,34.3,20,44,SSE,19.3,32.2,153,1016.39,0,0,3.4,629,,
2026-08-23,16:15,33.8,20,45,S,16.1,27.4,169,1016.7,0,0,3.1,592,,
2026-08-23,16:30,34,20,44,SSE,11.3,29,157,1016.39,0,0,2.8,559,,
2026-08-23,16:45,33.8,19.4,43,SSE,8,30.6,162,1016.42,0,0,2.4,513,,
2026-08-23,17:00,33.3,19.4,44,SSE,14.5,30.6,150,1016.36,0,0,2.1,469,,
2026-08-23,17:15,33.3,19.4,44,SSE,12.9,29,158,1016.32,0,0,1.7,420,,
2026-08-23,17:30,33.2,19.4,44,SSE,6.4,30.6,159,1016.63,0,0,1.4,367,,
2026-08-23,17:45,32.6,18.3,44,N,4.8,27.4,360,1016.63,0,0,1.1,322,,
2026-08-23,18:00,32.5,18.3,43,SSE,11.3,25.7,163,1016.86,0,0,0.9,276,,
2026-08-23,18:15,31.9,17.8,43,S,3.2,20.9,169,1017.03,0,0,0.7,225,,
2026-08-23,18:30,31.9,17.8,43,SSE,9.7,17.7,150,1016.73,0,0,0,181,,
2026-08-23,18:45,31.6,17.8,44,SSE,12.9,20.9,158,1016.76,0,0,0,137,,
