date,time,temp_c,dewpoint_c,rh_pct,wind_dir_txt,wind_kmh,gust_kmh,wind_dir_deg,press_hpa,rain_rate_mmph,rain_acc_mm,uv,solar_wm2,key,value
2026-09-19,00:00,19.2,15.6,81,N,1.6,3.2,360,1018.02,0,0,0,0,,
2026-09-19,00:15,19.3,16.1,81,N,1.6,3.2,360,1018.46,0,0,0,0,,
2026-09-19,00:30,19.2,15.6,82,N,1.6,3.2,360,1018.29,0,0,0,0,,
2026-09-19,00:45,18.9,15.6,82,N,3.2,4.8,360,1018.52,0,0,0,0,,
2026-09-19,01:00,18.9,15.6,82,N,1.6,3.2,360,1018.59,0,0,0,0,,
2026-09-19,01:15,19,15.6,82,N,0,3.2,0,1018.59,0,0,0,0,,
2026-09-19,01:30,18.8,15.6,83,N,0,4.8,0,1018.66,0,0,0,0,,
2026-09-19,01:45,18.8,15.6,83,SSW,1.6,3.2,192,1018.63,0,0,0,0,,
2026-09-19,02:00,18.8,15.6,83,N,0,1.6,0,1018.46,0,0,0,0,,
2026-09-19,02:15,18.7,15.6,83,N,0,1.6,0,1018.35,0,0,0,0,,
2026-09-19,02:30,18.6,15.6,83,SW,1.6,1.6,215,1018.56,0,0,0,0,,
2026-09-19,02:45,18.7,15.6,83,N,0,6.4,0,1018.52,0,0,0,0,,
2026-09-19,03:00,18.6,15.6,83,N,0,1.6,0,1018.52,0,0,0,0,,
2026-09-19,03:15,18.4,15.6,84,N,3.2,6.4,360,1018.66,0,0,0,0,,
2026-09-19,03:30,18.6,15.6,83,N,0,6.4,0,1018.86,0,0,0,0,,
2026-09-19,03:45,18.4,15,82,NE,1.6,3.2,40,1018.76,0,0,0,0,,
2026-09-19,04:00,18.2,15,83,N,0,3.2,0,1018.93,0,0,0,0,,
2026-09-19,04:15,18,15,83,N,0,1.6,0,1018.59,0,0,0,0,,
2026-09-19,04:30,17.9,15,83,NNE,1.6,3.2,12,1018.52,0,0,0,0,,
2026-09-19,04:45,17.8,14.4,83,SE,1.6,4.8,141,1018.66,0,0,0,0,,
2026-09-19,05:00,17.7,14.4,83,N,0,3.2,0,1018.56,0,0,0,0,,
2026-09-19,05:15,17.6,14.4,83,N,0,3.2,0,1018.25,0,0,0,0,,
2026-09-19,05:30,17.5,14.4,82,N,0,1.6,0,1018.59,0,0,0,0,,
2026-09-19,05:45,17.4,14.4,82,N,1.6,3.2,360,1018.83,0,0,0,0,,
2026-09-19,06:00,17.3,13.9,82,N,0,3.2,0,1019.1,0,0,0,0,,
2026-09-19,06:15,17.1,13.9,82,SSE,1.6,4.8,154,1019.24,0,0,0,0,,
2026-09-19,06:30,16.9,13.9,82,SE,1.6,4.8,134,1019.3,0,0,0,0,,
2026-09-19,06:45,17.2,13.9,82,N,0,4.8,0,1019.2,0,0,0,0,,
2026-09-19,07:00,17.3,13.9,82,N,1.6,3.2,360,1019.34,0,0,0,0,,
2026-09-19,07:15,17.4,13.9,82,N,0,4.8,0,1019.61,0,0,0,7,,
2026-09-19,07:30,17.4,13.9,82,N,3.2,4.8,360,1019.51,0,0,0,16,,
2026-09-19,07:45,17.7,14.4,82,N,3.2,4.8,360,1019.44,0,0,0,42,,
2026-09-19,08:00,17.9,14.4,82,ESE,1.6,3.2,112,1019.64,0,0,0,84,,
2026-09-19,08:15,19.2,15,78,N,3.2,9.7,360,1019.84,0,0,0,98,,
2026-09-19,08:30,19.7,15,76,N,1.6,9.7,360,1019.78,0,0,0,255,,
2026-09-19,08:45,20.4,15,72,N,1.6,4.8,360,1020.29,0,0,0.6,297,,
2026-09-19,09:00,20.8,15,71,N,0,4.8,0,1020.05,0,0,0.8,316,,
2026-09-19,09:15,21.6,15.6,69,N,1.6,3.2,360,1020.05,0,0,1,353,,
2026-09-19,09:30,22,16.1,69,N,1.6,4.8,360,1019.98,0,0,1.3,406,,
2026-09-19,09:45,22.4,16.1,68,N,3.2,4.8,360,1020.08,0,0,1.6,482,,
2026-09-19,10:00,22.4,16.1,68,N,3.2,8,360,1020.25,0,0,1.6,246,,
2026-09-19,10:15,22.4,16.1,68,N,1.6,9.7,360,1020.39,0,0,1.7,438,,
2026-09-19,10:30,23.2,16.1,65,N,1.6,6.4,360,1020.39,0,0,2.5,594,,
2026-09-19,10:45,23.7,16.1,63,N,1.6,8,360,1020.59,0,0,2.7,693,,
2026-09-19,11:00,24.4,15.6,58,N,1.6,6.4,352,1020.49,0,0,3,585,,
2026-09-19,11:15,24.9,15.6,56,N,4.8,6.4,360,1020.66,0,0,3.3,659,,
2026-09-19,11:30,25.7,15,52,WNW,6.4,8,300,1020.79,0,0,3.7,719,,
2026-09-19,11:45,25.3,14.4,51,N,4.8,12.9,360,1020.56,0,0,3.4,631,,
2026-09-19,12:00,26.2,15,50,N,11.3,16.1,10,1020.66,0,0,4.3,789,,
2026-09-19,12:15,26.3,14.4,49,N,4.8,12.9,360,1020.59,0,0,4.5,807,,
2026-09-19,12:30,26.6,14.4,47,N,12.9,19.3,360,1020.52,0,0,4.6,789,,
2026-09-19,12:45,26.3,13.3,46,ESE,1.6,9.7,111,1020.59,0,0,4.6,791,,
2026-09-19,13:00,26.7,13.9,45,N,4.8,14.5,360,1020.73,0,0,4.2,494,,
2026-09-19,13:15,27,14.4,46,N,19.3,22.5,360,1020.52,0,0,5.6,475,,
2026-09-19,13:30,26.5,14.4,48,WSW,1.6,22.5,238,1020.62,0,0,3.4,471,,
