date,time,temp_c,dewpoint_c,rh_pct,wind_dir_txt,wind_kmh,gust_kmh,wind_dir_deg,press_hpa,rain_rate_mmph,rain_acc_mm,uv,solar_wm2,key,value
2026-09-15,00:00,19.9,15.6,76,N,1.6,3.2,360,1021.88,0,0,0,0,,
2026-09-15,00:15,19.7,15.6,77,N,0,3.2,0,1021.74,0,0,0,0,,
2026-09-15,00:30,19.7,15.6,79,SSW,3.2,1.6,209,1021.67,0,0,0,0,,
2026-09-15,00:45,19.6,15.6,79,SSE,1.6,3.2,159,1021.84,0,0,0,0,,
2026-09-15,01:00,19.4,15.6,80,N,0,1.6,0,1021.94,0,0,0,0,,
2026-09-15,01:15,19.6,16.1,82,N,0,3.2,0,1021.78,0,0,0,0,,
2026-09-15,01:30,19.8,16.7,82,N,0,3.2,0,1021.71,0,0,0,0,,
2026-09-15,01:45,19.8,16.7,82,N,0,1.6,0,1021.54,0,0,0,0,,
2026-09-15,02:00,19.7,16.7,83,N,0,1.6,0,1021.47,0,0,0,0,,
2026-09-15,02:15,19.6,16.1,83,N,0,1.6,0,1021.61,0,0,0,0,,
2026-09-15,02:30,19.4,16.1,83,N,0,3.2,0,1021.47,0,0,0,0,,
2026-09-15,02:45,19.2,16.1,83,SSE,1.6,3.2,151,1021.3,0,0,0,0,,
2026-09-15,03:00,18.9,15.6,83,SSE,1.6,1.6,147,1021.44,0,0,0,0,,
2026-09-15,03:15,18.8,15.6,83,N,0,3.2,0,1021.2,0,0,0,0,,
2026-09-15,03:30,18.6,15.6,82,N,0,1.6,0,1021.33,0,0,0,0,,
2026-09-15,03:45,18.3,15,81,ESE,1.6,3.2,121,1021.1,0,0,0,0,,
2026-09-15,04:00,18.2,14.4,81,N,0,3.2,0,1021,0,0,0,0,,
2026-09-15,04:15,18.1,14.4,81,N,0,3.2,0,1020.69,0,0,0,0,,
2026-09-15,04:30,18.2,14.4,81,N,3.2,3.2,360,1020.86,0,0,0,0,,
2026-09-15,04:45,18.2,14.4,81,SSE,3.2,3.2,153,1020.76,0,0,0,0,,
2026-09-15,05:00,18.3,15,82,N,0,1.6,0,1020.49,0,0,0,0,,
2026-09-15,05:15,18.3,15,82,N,0,3.2,0,1020.69,0,0,0,0,,
2026-09-15,05:30,18.3,15,82,N,0,1.6,0,1020.62,0,0,0,0,,
2026-09-15,05:45,18.2,15,82,N,0,3.2,0,1020.45,0,0,0,0,,
2026-09-15,06:00,18.1,15,83,SSE,1.6,3.2,152,1020.29,0,0,0,0,,
2026-09-15,06:15,17.9,15,83,SE,1.6,3.2,144,1020.35,0,0,0,0,,
2026-09-15,06:30,18.1,15,83,SE,1.6,4.8,128,1020.29,0,0,0,0,,
2026-09-15,06:45,17.9,15,82,N,3.2,4.8,360,1020.39,0,0,0,0,,
2026-09-15,07:00,17.9,14.4,80,N,0,3.2,0,1020.52,0,0,0,0,,
