date,time,temp_c,dewpoint_c,rh_pct,wind_dir_txt,wind_kmh,gust_kmh,wind_dir_deg,press_hpa,rain_rate_mmph,rain_acc_mm,uv,solar_wm2,key,value
2026-08-25,00:00,26.3,22.8,82,SE,20.9,40.2,138,1015.85,0,0,0,0,,
2026-08-25,00:15,26.3,23.3,84,SSE,16.1,33.8,150,1015.75,0,0,0,0,,
2026-08-25,00:30,26.4,23.9,87,S,20.9,37,171,1015.75,0,0,0,0,,
2026-08-25,00:45,26.5,24.4,88,SE,6.4,33.8,142,1015.82,0,0,0,0,,
2026-08-25,01:00,26.4,24.4,89,SE,11.3,37,128,1016.05,0,0,0,0,,
2026-08-25,01:15,26.4,24.4,89,SE,27.4,37,136,1015.58,0,0,0,0,,
2026-08-25,01:30,26.4,24.4,89,SE,22.5,45.1,136,1014.93,0,0,0,0,,
2026-08-25,01:45,26.4,24.4,89,SE,27.4,45.1,139,1014.7,0,0,0,0,,
2026-08-25,02:00,26.3,24.4,89,ESE,14.5,35.4,123,1015.14,0,0,0,0,,
2026-08-25,02:15,26.4,24.4,89,SE,14.5,33.8,128,1015.95,0,0,0,0,,
2026-08-25,02:30,26.2,23.9,89,ESE,3.2,17.7,117,1015.85,0,0,0,0,,
2026-08-25,02:45,26.1,23.9,88,SE,6.4,25.7,136,1015.37,0,0,0,0,,
2026-08-25,03:00,26.2,23.3,85,SE,6.4,25.7,132,1015.37,0,0,0,0,,
2026-08-25,03:15,26.7,23.9,86,SE,11.3,20.9,138,1015.17,0,0,0,0,,
2026-08-25,03:30,26.1,23.9,88,SSE,6.4,19.3,149,1015.21,0,0,0,0,,
2026-08-25,03:45,26.5,23.3,83,SE,16.1,32.2,128,1015.17,0,0,0,0,,
2026-08-25,04:00,26.9,23.3,82,SE,16.1,25.7,146,1015.41,0,0,0,0,,
2026-08-25,04:15,27,23.3,81,SE,8,29,128,1014.6,0,0,0,0,,
2026-08-25,04:30,26.9,23.3,82,ESE,3.2,19.3,105,1014.6,0,0,0,0,,
