date,time,temp_c,dewpoint_c,rh_pct,wind_dir_txt,wind_kmh,gust_kmh,wind_dir_deg,press_hpa,rain_rate_mmph,rain_acc_mm,uv,solar_wm2,key,value
2026-08-13,00:00,27.7,18.3,57,ESE,3.2,12.9,113,1020.76,0,0,0,0,,
2026-08-13,00:15,28.1,18.3,56,SE,6.4,12.9,131,1020.73,0,0,0,0,,
2026-08-13,00:30,28.2,18.9,57,N,4.8,14.5,360,1020.59,0,0,0,0,,
2026-08-13,00:45,28.2,18.9,57,SE,11.3,14.5,137,1020.83,0,0,0,0,,
2026-08-13,01:00,27.9,18.3,56,SE,6.4,12.9,144,1020.69,0,0,0,0,,
2026-08-13,01:15,27.6,19.4,63,SE,3.2,12.9,128,1020.89,0,0,0,0,,
2026-08-13,01:30,26.9,18.3,60,SSE,3.2,12.9,150,1020.69,0,0,0,0,,
2026-08-13,01:45,27,20,66,N,0,3.2,0,1020.69,0,0,0,0,,
2026-08-13,02:00,26.7,20,68,N,0,3.2,0,1020.73,0,0,0,0,,
2026-08-13,02:15,26.3,19.4,67,ESE,1.6,3.2,119,1020.35,0,0,0,0,,
2026-08-13,02:30,26.1,20,69,N,0,4.8,0,1020.49,0,0,0,0,,
2026-08-13,02:45,25.7,19.4,70,ESE,1.6,3.2,113,1020.35,0,0,0,0,,
2026-08-13,03:00,25.6,17.2,60,SE,3.2,9.7,128,1019.78,0,0,0,0,,
2026-08-13,03:15,26.8,18.9,63,ESE,1.6,11.3,113,1019.74,0,0,0,0,,
2026-08-13,03:30,26.8,18.3,61,ESE,6.4,6.4,113,1019.68,0,0,0,0,,
2026-08-13,03:45,26.8,18.3,60,SE,1.6,11.3,132,1019.78,0,0,0,0,,
2026-08-13,04:00,26.4,19.4,67,ESE,1.6,11.3,119,1019.81,0,0,0,0,,
2026-08-13,04:15,25.9,18.3,63,ESE,4.8,11.3,120,1019.64,0,0,0,0,,
2026-08-13,04:30,26.2,16.7,57,SE,6.4,12.9,129,1019.61,0,0,0,0,,
